UniqueCount	AmbigCount
44589	0
6738	0
3036	0
1226	0
1398	0
462	0
205	0
191	0
109	0
21	0
11	0
26	0
10	0
8	0
10	0
3	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
28450	0
2664	0
922	0
1041	0
330	0
124	0
189	0
9	0
49	0
3	0
7	0
21	0
9	0
0	0
2	0
2	0
1	0
2	0
3	0
2	0
1	0
0	0
0	0
23168	0
6529	0
996	0
954	0
161	0
191	0
65	0
66	0
47	0
30	0
1	0
23	0
5	0
3	0
4	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
25929	0
2430	0
2235	0
1456	0
179	0
270	0
63	0
60	0
58	0
11	0
19	0
21	0
6	0
2	0
4	0
2	0
2	0
3	0
1	0
0	0
0	0
0	0
0	0
