UniqueCount	AmbigCount
56743	0
7308	0
3644	0
1663	0
1954	0
621	0
270	0
237	0
144	0
21	0
11	0
36	0
6	0
15	0
8	0
4	0
1	0
0	0
0	0
1	0
2	0
1	0
0	0
36274	0
3346	0
1153	0
1241	0
349	0
184	0
233	0
5	0
60	0
7	0
17	0
37	0
4	0
3	0
4	0
1	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
26248	0
8342	0
1240	0
1103	0
188	0
251	0
58	0
96	0
66	0
41	0
2	0
21	0
4	0
2	0
5	0
0	0
2	0
2	0
0	0
1	0
0	0
0	0
0	0
33800	0
2932	0
2721	0
1722	0
274	0
342	0
66	0
74	0
66	0
15	0
17	0
19	0
12	0
1	0
7	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
