UniqueCount	AmbigCount
69547	0
9161	0
4437	0
1912	0
2105	0
718	0
313	0
313	0
197	0
33	0
20	0
45	0
6	0
20	0
9	0
2	0
1	0
1	0
2	0
0	0
0	0
0	0
0	0
44119	0
3801	0
1406	0
1485	0
502	0
250	0
284	0
12	0
52	0
3	0
22	0
42	0
5	0
7	0
5	0
0	0
3	0
1	0
1	0
0	0
0	0
0	0
0	0
31287	0
9740	0
1522	0
1315	0
241	0
366	0
95	0
124	0
87	0
32	0
5	0
29	0
7	0
7	0
4	0
0	0
1	0
0	0
0	0
0	0
1	0
0	0
0	0
40012	0
3730	0
3523	0
2107	0
362	0
418	0
94	0
88	0
76	0
10	0
27	0
23	0
22	0
0	0
5	0
1	0
3	0
2	0
1	0
0	0
0	0
0	0
0	0
